x,y
150,0.3092041808696253
151,0.3757904865557632
152,0.28786781939995687
153,0.40053479178313156
154,0.05010531519291006
155,0.3714539894781237
156,0.6559359819383104
157,0.5669774951193923
158,0.1885744953084082
159,0.24396900316139025
160,0.21789439548626321
161,0.03405533530824667
162,0.6109836589491235
163,0.5907031200578697
164,0.566082405038934
165,0.031214581326767687
166,0.37963543818092127
167,0.5176394717962204
168,0.7920213331203023
169,0.6484395746046279
170,0.7165513486090269
171,0.6896306002945365
172,0.4284097275140838
173,0.5287329325027869
174,0.5894187713670683
175,0.14687077718463204
176,0.5870461072862343
177,0.28128467727155326
178,0.2999292066771829
179,0.27253305422833696
180,0.28255238307907315
181,0.9362233574034541
182,0.5031296301863423
183,0.8920264440289449
184,0.24987036118425543
185,0.7426806764913509
186,0.007981196154991821
187,0.47724514212055325
188,0.49322142829185844
189,0.9901808892224978
190,0.6855632485227084
191,0.6176960477092475
192,0.2828897210236786
193,0.9807627607808516
194,0.5292057205015701
195,0.8807156252544774
196,0.9375268198165111
197,0.9553283038834772
198,0.7868453301165071
199,0.8083098020815758
200,0.2631316265212925
201,0.1452649759946214
202,0.9987168117120279
203,0.6982755930717048
204,0.22067946206244038
205,0.8587104007684979
206,0.8727128422097021
207,0.7264867881659889
208,0.38762313823018346
209,0.5894641287794293
210,0.2933187704105441
211,0.20546488738571345
212,0.9255717219923377
213,0.9458826453813619
214,0.5837972948326687
215,0.2395616613295921
216,0.9442427365249646
217,0.5613380230752026
218,0.8146769451963946
219,0.09509495742632379
220,0.35809725543673965
221,0.011605906772475194
222,0.7186503453564417
223,0.5822744932349966
224,0.9008891140588021
225,0.009834464778950114
226,0.9131057284944809
227,0.018920657527706997
228,0.8897238237132457
229,0.24780313935179854
230,0.8883746418230737
231,0.9040134760442272
232,0.05539619101070559
233,0.7516228467333665
234,0.2554869880592219
235,0.9846043281342324
236,0.494415717218857
237,0.6247467967251427
238,0.17330148987546268
239,0.05589945027248289
240,0.4227643519871438
241,0.24198514566346452
242,0.6153016364892935
243,0.4651760479028362
244,0.6304598300383396
245,0.5348219613599534
246,0.5168683688122169
247,0.8347584768071256
248,0.4011979834256201
249,0.339938231010529
250,0.9317332555962545
251,0.6760709924963025
252,0.07651607024458629
253,0.2284338001133206
254,0.8914644336852462
255,0.7741874800920991
256,0.08885988051132465
257,0.287222932153836
258,0.8844632267305768
259,0.05235482734527397
260,0.588331056627517
261,0.9519305213991394
262,0.8772882803856781
263,0.3416067392108757
264,0.8035253642924397
265,0.5617739066025397
266,0.1589833573825864
267,0.16053481381112977
268,0.5908184682977079
269,0.9320649069326119
270,0.7030564788344027
271,0.28406249130716454
272,0.2709751931988892
273,0.10070453953894809
274,0.0774689734349957
275,0.7510191714301935
276,0.30006269631751814
277,0.7582291677809667
278,0.9644066237306111
279,0.09357381232468898
280,0.24963194485364903
281,0.7336322630284143
282,0.6902739140363942
283,0.021574162217178894
284,0.03305864283925386
285,0.9731837438993799
286,0.6875584848999806
287,0.8868831300921286
288,0.7417745627976439
289,0.4079931524570406
290,0.6790763066165789
291,0.5357023647561854
292,0.4389800874004073
293,0.7540800753854638
294,0.5762624284586186
295,0.883493351142204
296,0.031150528186741355
297,0.6473184188023844
298,0.064944472488352
299,0.3688362590947566
300,0.7892059653623669
301,0.19484403313639742
302,0.005074846163269808
303,0.17295415164134342
304,0.37719663812163773
305,0.2739778347269153
306,0.7720718674562659
307,0.43068896201245355
308,0.7224804900286614
309,0.1840343177795214
310,0.46260212812529244
311,0.11918266341459616
312,0.4192992082014042
313,0.8856079262835127
314,0.9109467982639649
315,0.8934303082276678
316,0.09238029494365396
317,0.9427967339460602
318,0.5105011249587889
319,0.3441849488487636
320,0.8629441609782482
321,0.9950980710697616
322,0.39671970438625215
323,0.2356382970809784
324,0.8357997047452392
325,0.2296780724668226
326,0.23290986564953464
327,0.1729236997018897
328,0.3080350935523706
329,0.1728040570568331
330,0.12942312210819829
331,0.49687760443167783
332,0.23970920912821359
333,0.5953199026996814
334,0.622078701356442
335,0.07709516746998979
336,0.35470100799836624
337,0.5287229668848257
338,0.7718729569087922
339,0.0921962160472789
340,0.98721360795463
341,0.8957881129636494
342,0.471931650004238
343,0.3346468094671824
344,0.19594032191588717
345,0.1742673748114083
346,0.33812901007201235
347,0.4422256631870819
348,0.16356278657044687
349,0.7947079890333861
350,0.3668553542946399
351,0.980085319493879
352,0.9630898845374608
353,0.7125220209986232
354,0.47578074601852705
355,0.8451227961076826
356,0.3536899750839855
357,0.19833934307060075
358,0.9687607201141674
359,0.7827911793145373
360,0.1422083426477464
361,0.38882225582799623
362,0.7667877894843195
363,0.83356024728168
364,0.5577188167525169
365,0.5088056258843101
366,0.4127831174769977
367,0.6263016563182151
368,0.6762269413789025
369,0.6337443943084631
370,0.04331777250181601
371,0.5618812609183117
372,0.9679542733081373
373,0.9476711276782469
374,0.3509247754569986
375,0.45237547624261
376,0.7207348436777313
377,0.78425324551198
378,0.5701523874033677
379,0.896241190594214
380,0.5050124087068454
381,0.35307670190902996
382,0.8043453896537083
383,0.8102885596295265
384,0.03391435188486325
385,0.25411584734348536
386,0.5254474606744712
387,0.7828693516530268
388,0.8215353105780806
389,0.8383086227837333
390,0.11881066481647706
391,0.3352128010290426
392,0.6512759720116685
393,0.4209487264791081
394,0.21627792723214123
395,0.22038183118551624
396,0.8791210574121155
397,0.2487277459285513
398,0.47554954643618463
399,0.5409445408668719
400,0.35895366629921244
401,0.2822054146904912
402,0.6724716251759988
403,0.7763951395626867
404,0.19101948887705011
405,0.6239727079150377
406,0.37252517447928857
407,0.9457695424152222
408,0.4822367340436293
409,0.8905455395537084
410,0.02262786361966207
411,0.6546690734865555
412,0.273488794204794
413,0.4946139488416934
414,0.8566805410712836
415,0.9501474688693953
416,0.5567199709456413
417,0.21859348031876036
418,0.9568227761712206
419,0.21593446856862253
420,0.8805954273283668
421,0.3213619071577005
422,0.1631800401389022
423,0.5500857040129944
424,0.8571744789772424
425,0.1714559554080679
426,0.6236297736401696
427,0.5280608106743255
428,0.3534510053416936
429,0.73160743241349
430,0.583319348611908
431,0.43387622088341804
432,0.4284304586257256
433,0.5539489685965125
434,0.6271261239010141
435,0.753130585656041
436,0.8992729698541889
437,0.22500029349555117
438,0.3156850486981265
439,0.6741851032375356
440,0.16845157467083394
441,0.9918247773557953
442,0.2274679401325982
443,0.04246586322272328
444,0.45388324814742054
445,0.9023457396423867
446,0.8127942958245107
447,0.6730956800414436
448,0.47220506018194497
449,0.6929995241281024
450,0.18852839825756107
451,0.5485948962444119
452,0.3922199678884585
453,0.45075521246890426
454,0.7557669839275913
455,0.2777997833069237
456,0.9375988992078788
457,0.038098286880376975
458,0.9622746637087901
459,0.049404728735326864
460,0.17837179535821035
461,0.8352013520749955
462,0.6157203098154989
463,0.20142189545730504
464,0.20104279895589483
465,0.1576049106295424
466,0.07203009094801927
467,0.528050099389772
468,0.553606392368695
469,0.36431713649367203
470,0.8844590544980842
471,0.5298068394659717
472,0.0030998873175458463
473,0.8876143644498782
474,0.13371640107813665
475,0.3405093782045361
476,0.7008100415970362
477,0.5595416123477384
478,0.1239602972284265
479,0.9064124097267061
480,0.7493418650499515
481,0.6197615725832754
482,0.20300242273928748
483,0.19726936401772732
484,0.6609885190395579
485,0.4250892261992998
486,0.5808450596509336
487,0.6426401652025335
488,0.46251658162449005
489,0.3030984273611049
490,0.6588235359929212
491,0.7012824268320945
492,0.5490755522552303
493,0.5813839820815673
494,0.36260901231101006
495,0.09628016979281995
496,0.8293121476766113
497,0.5830133868097188
498,0.31243824939154374
499,0.28552038429782345
500,0.3770727369398271
501,0.7040112193585742
502,0.9855406895730575
503,0.5735682692089062
504,0.39333811381518236
505,0.894783464524677
506,0.7985687031275349
507,0.5209194296872481
508,0.48539025796728785
509,0.1873806536028122
510,0.05900793951758965
511,0.5331098542249268
512,0.5676004218650312
513,0.8587274217966854
514,0.13487314514311366
515,0.18900538129747646
516,0.541438689874165
517,0.22625991716185334
518,0.6198421703947693
519,0.8765568752836648
520,0.9930993731325714
521,0.39073205311232906
522,0.3012652615227359
523,0.7384120787624696
524,0.1361805796331761
525,0.32425495700143203
526,0.8214876078768834
527,0.49390749305158677
528,0.4953798966937766
529,0.8581757843841402
530,0.5401739126654574
531,0.7493831853374571
532,0.3840765797387007
533,0.9212708641715945
534,0.4578786641089102
535,0.3064320647920714
536,0.9611316249643223
537,0.6991432183505834
538,0.1882802357741249
539,0.7107243692940473
540,0.6325702755667156
541,0.15589422361551108
542,0.1838301950721445
543,0.19066234695019202
544,0.15560557774196515
545,0.16063837436997452
546,0.9581783447390562
547,0.7813204655538543
548,0.12975013846047123
549,0.638789199596902
550,0.03229298163933125
551,0.5880763719967435
552,0.2789444615807395
553,0.8083741000335668
554,0.13132252955642565
555,0.2917781064270938
556,0.557690073615693
557,0.8795722040890032
558,0.9173581995749369
559,0.5539421171507822
560,0.0754914501639039
561,0.9027064252694664
562,0.8124621306659316
563,0.1741017062302055
564,0.8058765195892617
565,0.794103908110189
566,0.14471645985719073
567,0.5566938140883476
568,0.53974883943884
569,0.6562776242402278
570,0.09803097713084008
571,0.44116968503112874
572,0.21874619786122917
573,0.09377506424517845
574,0.8646836472322897
575,0.6904294033773095
576,0.4854139161035209
577,0.7234803258687523
578,0.5407990550282964
579,0.26106417132515114
580,0.6145536037567053
581,0.37180038280405847
582,0.9312931256974235
583,0.8783694943621619
584,0.23048136752263926
585,0.5346130948884036
586,0.24458512231092755
587,0.3364291342372745
588,0.11015995659271072
589,0.29679150362691387
590,0.9667961489880862
591,0.10996402680234574
592,0.8296351025338655
593,0.5468764951691728
594,0.7475780388661089
595,0.5916725370588095
596,0.958507423944655
597,0.4856741722068104
598,0.926862211074044
599,0.5853596245942096
600,0.9875702250264485
601,0.42935661821960514
602,0.27122497879963114
603,0.18830108692320835
604,0.7286412978317701
605,0.1185997395031464
606,0.5461019492617867
607,0.8597367699716773
608,0.5254370980310356
609,0.26347595457847095
610,0.7478801875758598
611,0.45887254022552315
612,0.9888401194295614
613,0.578538634100923
614,0.563742620751373
615,0.47693729772081017
616,0.6541795695848268
617,0.6732192612124523
618,0.8231461350326761
619,0.7032887559423364
620,0.9265862780632285
621,0.04516944011866797
622,0.8771468517570101
623,0.7075926692591656
624,0.046438302673763254
625,0.26927799675252806
626,0.7701765297242027
627,0.046755793406473956
628,0.3091335527134478
629,0.6149138263007202
630,0.16834706955059853
631,0.5235694999942824
632,0.09245182752767656
633,0.6336208936958002
634,0.02867062542383103
635,0.039393890921443186
636,0.48211001986025626
637,0.9097779904699512
638,0.06682644084714462
639,0.31754409995581045
640,0.49229759208182444
641,0.35006699164257027
642,0.7439471210438607
643,0.08180727594378678
644,0.7099991337420506
645,0.8099458356324409
646,0.6474471840708608
647,0.9117035196642188
648,0.37933279271947096
649,0.5897664165348452
650,0.26768681066957745
651,0.6553175457189607
652,0.4581531729994964
653,0.5506588160053585
654,0.597575109651878
655,0.12892100801146844
656,0.010980348974199527
657,0.7185452101777077
658,0.5577214060161955
659,0.27149208757949583
660,0.32968629351831114
661,0.24606739398966704
662,0.7424410312516574
663,0.4706925326805912
664,0.08233332485563394
665,0.7345060797725407
666,0.18231892832684404
667,0.7938803166391175
668,0.6035941301330995
669,0.9790072642882758
670,0.06058489017371271
671,0.9489345803619395
672,0.5132526277143602
673,0.8406645503314215
674,0.42194242027308637
675,0.5380680694457604
676,0.3628288183661931
677,0.937791222965833
678,0.7162618829290649
679,0.57410685948337
680,0.08677152309385538
681,0.6654331698084406
682,0.21800387820387823
683,0.7709892026199062
684,0.7533300441404465
685,0.02274030510829317
686,0.026014670255598227
687,0.6442955971945277
688,0.14941975189068124
689,0.69403350828866
690,0.6095477716025475
691,0.3667766281069028
692,0.8306824647807428
693,0.5174635445837263
694,0.5603471517434389
695,0.2798925813412556
696,0.3220268800181326
697,0.8140832076093064
698,0.002601690487195718
699,0.1680483949315391
700,0.06138076647605939
701,0.6801519779227364
702,0.5108961767338173
703,0.6781465527746108
704,0.05858822364954375
705,0.8536491285391503
706,0.11104419387062525
707,0.4135300892120235
708,0.3562460025907125
709,0.3341272784126701
710,0.8236781113462402
711,0.8032659046253388
712,0.9347790957745895
713,0.3492151447535625
714,0.6125741495753929
715,0.8797830892283288
716,0.7405423123589634
717,0.4680293220151276
718,0.2143153853671823
719,0.7657519770392391
720,0.4903097237479249
721,0.06985114558993355
722,0.0441726915700652
723,0.3909769622315672
724,0.8471139903503984
725,0.7821773739543936
726,0.6674621347502923
727,0.5750202516192201
728,0.09312947080580836
729,0.19562041029916444
730,0.1156176077591472
731,0.7302743665796403
732,0.4464341827236973
733,0.42898843216731986
734,0.584261743578009
735,0.9944258763115359
736,0.7242437462378067
737,0.2889841762549039
738,0.6785827475817219
739,0.7004784419969106
740,0.8096834806689273
741,0.07153979146061251
742,0.8320031422905159
743,0.5709301976797226
744,0.3536629240779391
745,0.45692964203448516
746,0.571507189269111
747,0.5766692049995602
748,0.4961851869702002
749,0.7186314616235177
750,0.23208939596720757
751,0.06058248211905315
752,0.8461253846185323
753,0.9133857824298706
754,0.13545647996075894
755,0.048080889475188626
756,0.469626107873237
757,0.5827252890092661
758,0.14422469614491995
759,0.35327065061735674
760,0.004489928962778111
761,0.5737383589599954
762,0.406316529935828
763,0.08203496124391463
764,0.8450567225974265
765,0.13205842392776013
766,0.007157765882472855
767,0.03756543169347393
768,0.08505544206323135
769,0.11488165225474423
770,0.2758117838719014
771,0.5136744689507858
772,0.23403459516048197
773,0.17085301135889908
774,0.15441194767476585
775,0.13568784020690572
776,0.13259299756743637
777,0.6628383914276654
778,0.32244328637363207
779,0.9612390586754053
780,0.3027152822536785
781,0.18112271720225603
782,0.9151211797354077
783,0.3873841950249134
784,0.9695367637475971
785,0.22002946092711795
786,0.8082077265999985
787,0.90879018750534
788,0.44659994382712564
789,0.6036528584547644
790,0.9023949252369289
791,0.6797766473751173
792,0.1589514347232598
793,0.6434886172095384
794,0.48171952930285344
795,0.889311049248162
796,0.5935489875107761
797,0.6510837370826703
798,0.42564591136421537
799,0.27474815445329914
800,0.6999755836795319
801,0.3036130492725012
802,0.12924506388359014
803,0.7504417216130496
804,0.6055842357918318
805,0.4262346204647659
806,0.9143388793618248
807,0.041559783054948674
808,0.8276861074900828
809,0.40231333295076943
810,0.7942764067498408
811,0.9994165653809479
812,0.005807179434406118
813,0.8078592757603197
814,0.797744816741346
815,0.9944196329356308
816,0.5920858096987591
817,0.08864306278233758
818,0.27263508961186333
819,0.25241409833685824
820,0.34959687166552844
821,0.4402632084368082
822,0.00466080598039631
823,0.5908372587901242
824,0.2324402148378074
825,0.21730880869363067
826,0.8044500824952766
827,0.7856898210050156
828,0.4204839197913335
829,0.4948772161262748
830,0.7641865953982869
831,0.5949880868251722
832,0.041967213701872064
833,0.5973685119447808
834,0.22952671506788802
835,0.391082501275006
836,0.4871888706032498
837,0.2455597118472055
838,0.048741668847219644
839,0.2589360731711364
840,0.48749334450005555
841,0.9150621070349256
842,0.246926439812999
843,0.1332238599441108
844,0.6112770577658891
845,0.2598087041980658
846,0.09908517345112144
847,0.8634592091467569
848,0.6649086248134042
849,0.48982277195788115
850,0.34052366266602285
851,0.6082181772148257
852,0.8128091330567904
853,0.13516670729885638
854,0.051779912774526426
855,0.9500658955383332
856,0.07222086639770575
857,0.5294701381631297
858,0.5116538267192009
859,0.8261261331366544
860,0.5087732045496384
861,0.3955558814178579
862,0.4256472568176497
863,0.26764688278845883
864,0.715461856527881
865,0.4219637708099051
866,0.7848294652447444
867,0.275434488515126
868,0.7293980059408673
869,0.8572814338467233
870,0.22461980039830454
871,0.40016985832214347
872,0.15913971245126324
873,0.21642622784267984
874,0.9184549117550663
875,0.8855774629262245
876,0.2498315167290347
877,0.11777140956253862
878,0.24540822535739526
879,0.4969672494881139
880,0.24606445372472108
881,0.032342368411564903
882,0.48414534735202563
883,0.3242490526744417
884,0.5946335164413743
885,0.4005247059450203
886,0.44647093492943724
887,0.22400952748694325
888,0.12350506182976084
889,0.8847213653630999
890,0.04060638544671957
891,0.3127998850981559
892,0.3490455139875338
893,0.8761514414683037
894,0.2836038602526135
895,0.060300872127560634
896,0.09024647412377496
897,0.24859844933381425
898,0.676071618892888
899,0.38590385141706574
900,0.1454153814413025
901,0.43853278431509035
902,0.08408557477142031
903,0.591443067644721
904,0.35155767671994087
905,0.19357546797980185
906,0.23837928186522406
907,0.0474130454192464
908,0.9909349088560385
909,0.24973294667913004
910,0.8852870859842852
911,0.04833122963259595
912,0.7559956439604715
913,0.8303666239407226
914,0.3406802707494512
915,0.2718421195011199
916,0.3518842851477233
917,0.24827618519507388
918,0.08359390909644626
919,0.6127181750792329
920,0.33890841004782857
921,0.2903870587536582
922,0.9014916446857809
923,0.8735716020522025
924,0.39692534752722053
925,0.48075376843708684
926,0.5256334962058817
927,0.9027351266213312
928,0.784564537579264
929,0.13597976209475304
930,0.3290524220163886
931,0.182258496184592
932,0.6330465654432901
933,0.5389267368667943
934,0.23863891302917917
935,0.5862896107991521
936,0.09577195142566097
937,0.3140831565379998
938,0.5478234684822226
939,0.5286289248418029
940,0.9385539827746883
941,0.8734168919673674
942,0.05772778854105798
943,0.7568860677767429
944,0.15338008957741822
945,0.9154653089591652
946,0.3372845760835129
947,0.21811795086298236
948,0.15323445744491804
949,0.9823631406374032
950,0.4750322963054653
951,0.24065506587975583
952,0.9613669772825032
953,0.686710054721529
954,0.7460116069922416
955,0.13287580714157798
956,0.6070743231390358
957,0.7889950890215689
958,0.5659742980878345
959,0.1876891032143947
960,0.04142999057623131
961,0.05436071391554709
962,0.5732755375749828
963,0.862737629607996
964,0.2374084612049363
965,0.6606711269612406
966,0.8672720479181047
967,0.49945145456978257
968,0.6072881430237106
969,0.7887161123760746
970,0.9666538135972919
971,0.18948335167148223
972,0.15692437793358072
973,0.19194271296506948
974,0.4013370119926578
975,0.12288572157399402
976,0.5999045974675591
977,0.08600797646283853
978,0.24525328623494058
979,0.7224731429673373
980,0.798379915568171
981,0.8339807305448149
982,0.6453585493867764
983,0.6546460704456373
984,0.19774120318560195
985,0.9489185567482009
986,0.0707532435930055
987,0.3451443354703033
988,0.8322233804942717
989,0.768641307333281
990,0.7886966227521464
991,0.30578318321058506
992,0.8324724810810444
993,0.743672949906707
994,0.5107880174051602
995,0.3560269220464334
996,0.7681261067696006
997,0.22232596209705535
998,0.18627781039721336
999,0.8815622979385347
